gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnBinary,ARPM,CLV_proxy,ServiceCount,ContractRiskScore,TenureSegment,ChargesSegment,HighRiskFlag,ElectronicCheckFlag,NewCustomerFlag,LongTermCustomerFlag,PremiumCustomerFlag,TotalRiskScore
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,0,15.725,83.4,1,3,New,Low,0,0,1,0,0,4
Male,0,No,No,33,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,0,91.7469696969697,2935.35,5,1,Established,High,0,1,0,0,0,2
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,1,79.0925925925926,2107.35,4,3,Established,High,0,1,0,0,0,4
Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,0,23.94375,1695.6000000000001,2,1,Loyal,Low,0,0,0,1,0,1
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,0,19.75,19.75,1,3,New,Low,0,0,1,0,0,4
Male,1,No,No,71,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,0,56.131690140845066,4007.9500000000003,5,2,Loyal,Medium,0,1,0,1,0,3
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,0,93.51153846153846,1117.3500000000001,4,3,Developing,High,0,1,0,0,0,4
Female,0,Yes,Yes,25,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,1,60.106,1465.0,6,3,Established,Medium,0,0,0,0,0,3
Male,0,No,No,67,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,0,48.65820895522388,3386.85,3,1,Loyal,Medium,0,0,0,1,0,1
Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,1,35.45,35.45,2,3,New,Low,0,1,1,0,0,5
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,1,40.625,88.7,2,3,New,Medium,0,1,1,0,0,5
Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,0,27.632558139534886,1105.1,2,1,Established,Low,0,0,0,1,0,1
Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,0,77.32608695652173,1725.0,3,3,Developing,High,0,0,0,0,0,3
Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,0,19.96484375,1292.8,1,1,Loyal,Low,0,0,0,1,0,1
Male,0,No,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,0,20.5359649122807,1117.2,1,1,Loyal,Low,0,0,0,1,0,1
Female,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,1,70.45,70.45,2,3,New,High,1,0,1,0,0,5
Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,0,89.24513888888889,6339.599999999999,9,1,Loyal,High,0,0,0,1,0,1
Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,1,70.45625,569.2,6,3,New,High,1,1,0,0,0,5
Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,0,97.88934426229508,6164.05,6,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,0,82.64140625,5395.2,5,2,Loyal,High,0,0,0,1,0,2
Male,1,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,0,24.735211267605635,1700.45,2,1,Loyal,Low,0,0,0,1,0,1
Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,0,98.71846153846154,6438.25,7,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,0,20.45,58.800000000000004,1,2,New,Low,0,0,1,0,0,3
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,1,45.65,45.65,2,3,New,Medium,0,1,1,0,0,5
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,0,64.33166666666666,1935.0,5,2,Established,Medium,0,0,0,0,0,2
Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,0,71.42666666666668,1042.5,6,3,Developing,Medium,0,0,0,0,0,3
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,0,70.54375,548.4,5,3,New,Medium,0,1,0,0,0,4
Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,1,93.64285714285714,665.0,5,3,New,Premium,1,0,0,0,1,4
Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,0,113.29357142857143,7570.5,8,2,Loyal,Premium,0,0,0,1,1,2
Male,0,Yes,Yes,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,0,84.11693548387096,5338.2,8,1,Loyal,High,0,1,0,1,0,2
Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,0,18.916666666666668,118.19999999999999,1,3,New,Low,0,0,0,0,0,3
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,0,82.34285714285714,1132.6000000000001,3,3,Developing,High,0,0,0,0,0,3
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,0,82.81590909090909,1851.3000000000002,4,3,Developing,High,0,0,0,0,0,3
Male,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,0,19.086363636363636,443.29999999999995,1,2,Developing,Low,0,0,0,0,0,2
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,0,64.0,1028.0,5,1,Developing,Medium,0,0,0,0,0,1
Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,0,25.16,257.0,2,1,New,Low,0,0,0,0,0,1
Female,0,No,Yes,13,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,0,58.81153846153846,728.0,4,3,Developing,Medium,0,1,0,0,0,4
Female,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,1,79.61749999999999,1648.0,4,3,Developing,High,0,1,0,0,0,4
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,0,67.6,139.4,2,3,New,Medium,0,1,1,0,0,5
Male,0,No,No,53,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,0,74.68396226415095,3916.7000000000003,7,1,Loyal,High,0,0,0,1,0,1
Female,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,233.9,0,0,21.263636363636365,226.60000000000002,1,2,New,Low,0,0,0,0,0,2
Male,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1363.45,0,0,19.76014492753623,1373.1,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,1,1,68.25,283.6,2,3,New,High,1,0,1,0,0,5
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,6254.45,0,0,86.86736111111111,6411.599999999999,9,1,Loyal,High,0,0,0,1,0,1
Male,1,Yes,No,58,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,2651.2,1,1,45.710344827586205,2627.3999999999996,4,3,Loyal,Medium,0,1,0,1,0,4
Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,321.4,0,0,20.0875,326.4,1,3,Developing,Low,0,1,0,0,0,4
Male,0,Yes,No,43,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,3539.25,0,0,82.30813953488372,3622.75,5,2,Established,High,0,0,0,1,0,2
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,242.8,1,1,121.4,208.8,7,3,New,Premium,1,1,1,0,1,6
Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,1181.75,0,0,84.41071428571429,1147.3,7,1,Developing,High,0,0,0,0,0,1
Female,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,5000.2,1,1,94.3433962264151,5027.049999999999,5,2,Loyal,Premium,0,0,0,1,1,2
Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,654.55,0,0,20.4546875,657.6,1,2,Established,Low,0,0,0,0,0,2
Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,780.2,0,0,22.947058823529414,839.8,2,3,Established,Low,0,1,0,0,0,4
Female,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,1145.7,1,1,76.38000000000001,1116.75,3,3,Developing,High,0,0,0,0,0,3
Female,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,503.6,1,1,71.94285714285715,535.15,3,3,New,High,1,0,0,0,0,4
Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,1559.25,0,0,103.95,1580.25,7,3,Developing,Premium,0,0,0,0,1,3
Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,0,0,20.524590163934427,1253.55,1,2,Loyal,Low,0,0,0,1,0,2
Female,0,No,No,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,29.95,1,1,29.95,29.95,2,3,New,Low,0,0,1,0,0,4
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,45.3,0,0,45.3,45.3,2,3,New,Medium,0,0,1,0,0,4
Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,662.65,1,1,82.83125,676.0,4,3,New,High,1,0,0,0,0,4
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,2453.3,0,0,74.34242424242424,2466.75,6,2,Established,High,0,0,0,0,0,2
Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,1111.65,1,1,85.51153846153846,1030.25,4,3,Developing,High,0,1,0,0,0,4
Female,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,24.8,1,1,24.8,24.8,1,3,New,Low,0,1,1,0,0,5
Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,1023.85,0,0,51.1925,1036.0,3,3,Developing,Medium,0,0,0,0,0,3
Male,0,No,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,82.15,0,0,27.383333333333336,91.19999999999999,2,3,New,Low,0,1,1,0,0,5
Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,244.8,0,0,18.83076923076923,255.45,1,2,Developing,Low,0,1,0,0,0,3
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,0,0,59.4775,2264.0,4,3,Established,Medium,0,0,0,1,0,3
Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,3173.35,0,0,73.79883720930232,3091.7000000000003,6,2,Established,High,0,0,0,1,0,2
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,531.0,1,1,88.5,546.0,5,3,New,Premium,1,1,0,0,1,5
Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1375.4,0,0,19.933333333333334,1362.75,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,8129.3,0,0,112.90694444444445,7898.400000000001,8,1,Loyal,Premium,0,0,0,1,1,1
Male,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,1192.7,0,0,20.215254237288136,1138.7,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,1901.65,0,0,95.08250000000001,1931.0,6,3,Developing,Premium,0,1,0,0,1,4
Male,0,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,587.4,0,0,24.474999999999998,578.4000000000001,2,1,Developing,Low,0,0,0,0,0,1
Male,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,6519.75,0,0,110.5042372881356,6569.65,8,3,Loyal,Premium,0,1,0,1,1,4
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,8041.65,0,0,111.68958333333333,8082.0,8,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,20.75,0,0,20.75,20.75,1,3,New,Low,0,0,1,0,0,4
Female,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,2681.15,0,0,99.30185185185185,2751.3,6,2,Established,Premium,0,0,0,0,1,2
Female,0,No,No,14,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,1112.3,0,0,79.45,1120.7,4,3,Developing,High,0,0,0,0,0,3
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,7405.5,0,0,104.30281690140845,7494.05,7,1,Loyal,Premium,0,1,0,1,1,2
Male,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,1033.95,0,0,79.53461538461539,1017.9,3,3,Developing,High,0,0,0,0,0,3
Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,0,0,67.24886363636364,3029.3999999999996,2,3,Established,Medium,0,0,0,1,0,3
Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,2684.85,0,0,81.35909090909091,2638.35,4,2,Established,High,0,0,0,0,0,2
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,4179.2,0,0,58.044444444444444,3992.4,6,1,Loyal,Medium,0,0,0,1,0,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,79.9,1,1,79.9,79.9,3,3,New,High,1,1,1,0,0,6
Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,1934.45,1,1,101.81315789473685,2025.3999999999999,7,3,Developing,Premium,0,1,0,0,1,4
Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,6654.1,0,0,103.9703125,6556.8,7,2,Loyal,Premium,0,0,0,1,1,2
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,84.5,1,1,42.25,92.0,2,3,New,Medium,0,0,1,0,0,4
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,0,0,25.25,25.25,1,3,New,Low,0,1,1,0,0,5
Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,1124.2,0,0,18.42950819672131,1204.75,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,540.05,0,0,18.622413793103448,580.0,1,2,Established,Low,0,1,0,0,0,3
Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,1975.85,0,0,85.90652173913043,1996.3999999999999,4,3,Developing,High,0,1,0,0,0,4
Female,0,Yes,No,57,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,3437.45,0,0,60.30614035087719,3348.75,6,3,Loyal,Medium,0,0,0,1,0,3
Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,3139.8,0,0,43.608333333333334,3258.0,5,1,Loyal,Medium,0,0,0,1,0,1
Male,0,Yes,No,66,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,3789.2,0,0,57.41212121212121,3735.6,6,1,Loyal,Medium,0,0,0,1,0,1
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,5324.5,0,0,81.91538461538461,5473.0,8,1,Loyal,High,0,0,0,1,0,1
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,624.6,0,0,78.075,640.0,3,3,New,High,1,0,0,0,0,4
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,268.35,1,1,67.0875,280.6,2,3,New,Medium,0,1,1,0,0,5
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1836.9,0,0,25.871830985915494,1757.25,2,1,Loyal,Low,0,0,0,1,0,1
Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,20.2,0,0,20.2,20.2,1,2,New,Low,0,1,1,0,0,4
Male,0,Yes,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,179.35,1,1,44.8375,200.2,3,3,New,Medium,0,0,1,0,0,4
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,219.35,0,0,18.279166666666665,232.20000000000002,1,2,New,Low,0,0,0,0,0,2
Male,0,No,No,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,1288.75,0,0,53.697916666666664,1214.4,4,2,Developing,Medium,0,0,0,0,0,2
Female,0,Yes,Yes,31,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,2545.75,0,0,82.12096774193549,2515.65,7,2,Established,High,0,0,0,0,0,2
Female,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,55.2,1,1,55.2,55.2,3,3,New,Medium,0,0,1,0,0,4
Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,2723.15,0,0,90.77166666666668,2697.0,5,3,Established,Premium,0,0,0,0,1,3
Female,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,4107.25,0,0,87.38829787234043,4009.1,8,1,Established,High,0,0,0,1,0,1
Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,5760.65,0,0,106.6787037037037,5832.0,8,1,Loyal,Premium,0,0,0,1,1,1
Male,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,4747.5,0,0,94.95,4675.0,6,3,Loyal,Premium,0,0,0,1,1,3
Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,84.6,1,1,84.6,84.6,4,3,New,High,1,0,1,0,0,5
Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,1566.9,0,0,21.762500000000003,1458.0,1,1,Loyal,Low,0,0,0,1,0,1
Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,702.0,0,0,24.20689655172414,729.3499999999999,2,3,Established,Low,0,1,0,0,0,4
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,114.1,1,1,57.05,108.8,4,3,New,Medium,0,0,1,0,0,4
Female,0,No,No,10,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,299.05,0,0,29.905,296.0,2,1,New,Low,0,0,0,0,0,1
Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,1305.95,0,0,72.55277777777778,1316.7,3,3,Developing,High,0,1,0,0,0,4
Female,1,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,1120.3,1,1,101.84545454545454,1045.0,5,3,New,Premium,1,1,0,0,1,5
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,284.35,0,0,17.771875,316.0,1,1,Developing,Low,0,0,0,0,0,1
Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,6350.5,0,0,88.20138888888889,6235.2,8,1,Loyal,High,0,0,0,1,0,1
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.2,7878.3,0,0,109.42083333333333,7862.400000000001,8,1,Loyal,Premium,0,0,0,1,1,1
Female,0,Yes,Yes,41,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),74.7,3187.65,0,0,77.74756097560976,3062.7000000000003,6,2,Established,High,0,0,0,1,0,2
Female,1,Yes,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,94.4,6126.15,0,0,94.24846153846153,6136.0,6,3,Loyal,Premium,0,1,0,1,1,4
Female,1,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,54.8,731.3,0,0,56.25384615384615,712.4,4,3,Developing,Medium,0,1,0,0,0,4
Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,0,0,68.35,301.4,3,3,New,High,1,1,1,0,0,6
